0 GOBLIN_SPIDERPIT_VENOMSACK_SCIENCE_UPGRADE_BUILDTIME | TO | M_GOBLIN_SPIDERPIT_VENOMSACK_SCIENCE_UPGRADE_BUILDTIME
5135 ELROND_LVL3_EXP_NEEDED | TO | M_ELROND_LVL3_EXP_NEEDED
5136 ELROND_LVL2_EXP_NEEDED | TO | M_ELROND_LVL2_EXP_NEEDED
5137 ELROND_LVL10_EXP_AWARD | TO | M_ELROND_LVL10_EXP_AWARD
5138 KARSH_LVL10_EXP_NEEDED | TO | M_KARSH_LVL10_EXP_NEEDED
5139 HWALDAR_CARNAGE_DAMAGE | TO | M_HWALDAR_CARNAGE_DAMAGE
5140 HWALDAR_FIRINGDURATION | TO | M_HWALDAR_FIRINGDURATION
5141 HWALDAR_PREATTACKDELAY | TO | M_HWALDAR_PREATTACKDELAY
5142 HWALDAR_LVL9_EXP_AWARD | TO | M_HWALDAR_LVL9_EXP_AWARD
5143 HWALDAR_LVL8_EXP_AWARD | TO | M_HWALDAR_LVL8_EXP_AWARD
5144 HWALDAR_LVL7_EXP_AWARD | TO | M_HWALDAR_LVL7_EXP_AWARD
5145 HWALDAR_LVL6_EXP_AWARD | TO | M_HWALDAR_LVL6_EXP_AWARD
5146 HWALDAR_LVL5_EXP_AWARD | TO | M_HWALDAR_LVL5_EXP_AWARD
5147 HWALDAR_LVL4_EXP_AWARD | TO | M_HWALDAR_LVL4_EXP_AWARD
5148 HWALDAR_LVL3_EXP_AWARD | TO | M_HWALDAR_LVL3_EXP_AWARD
5149 HWALDAR_LVL2_EXP_AWARD | TO | M_HWALDAR_LVL2_EXP_AWARD
5150 HWALDAR_LVL1_EXP_AWARD | TO | M_HWALDAR_LVL1_EXP_AWARD
5151 ROGASH_LVL9_EXP_NEEDED | TO | M_ROGASH_LVL9_EXP_NEEDED
5152 ROGASH_LVL8_EXP_NEEDED | TO | M_ROGASH_LVL8_EXP_NEEDED
5153 ROGASH_LVL7_EXP_NEEDED | TO | M_ROGASH_LVL7_EXP_NEEDED
5154 ROGASH_LVL6_EXP_NEEDED | TO | M_ROGASH_LVL6_EXP_NEEDED
5155 ROGASH_LVL5_EXP_NEEDED | TO | M_ROGASH_LVL5_EXP_NEEDED
5156 ROGASH_LVL4_EXP_NEEDED | TO | M_ROGASH_LVL4_EXP_NEEDED
5157 ROGASH_LVL3_EXP_NEEDED | TO | M_ROGASH_LVL3_EXP_NEEDED
5158 ROGASH_LVL2_EXP_NEEDED | TO | M_ROGASH_LVL2_EXP_NEEDED
5159 ROGASH_LVL10_EXP_AWARD | TO | M_ROGASH_LVL10_EXP_AWARD
5160 MOUTH_OF_SAURON_DAMAGE | TO | M_MOUTH_OF_SAURON_DAMAGE
5161 MOUTH_OF_SAURON_HEALTH | TO | M_MOUTH_OF_SAURON_HEALTH
5162 NAZGUL_LVL10_EXP_AWARD | TO | M_NAZGUL_LVL10_EXP_AWARD
5163 NAZGUL_LVL9_EXP_NEEDED | TO | M_NAZGUL_LVL9_EXP_NEEDED
5164 NAZGUL_LVL8_EXP_NEEDED | TO | M_NAZGUL_LVL8_EXP_NEEDED
5165 NAZGUL_LVL7_EXP_NEEDED | TO | M_NAZGUL_LVL7_EXP_NEEDED
5166 NAZGUL_LVL6_EXP_NEEDED | TO | M_NAZGUL_LVL6_EXP_NEEDED
5167 NAZGUL_LVL5_EXP_NEEDED | TO | M_NAZGUL_LVL5_EXP_NEEDED
5168 NAZGUL_LVL4_EXP_NEEDED | TO | M_NAZGUL_LVL4_EXP_NEEDED
5169 NAZGUL_LVL3_EXP_NEEDED | TO | M_NAZGUL_LVL3_EXP_NEEDED
5170 NAZGUL_LVL2_EXP_NEEDED | TO | M_NAZGUL_LVL2_EXP_NEEDED
5171 NAZGUL_FLY_INTO_DAMAGE | TO | M_NAZGUL_FLY_INTO_DAMAGE
5172 SARUMAN_FIREBALL_RANGE | TO | M_SARUMAN_FIREBALL_RANGE
5173 SARUMAN_FIRINGDURATION | TO | M_SARUMAN_FIRINGDURATION
5174 SARUMAN_PREATTACKDELAY | TO | M_SARUMAN_PREATTACKDELAY
5175 SARUMAN_LVL9_EXP_AWARD | TO | M_SARUMAN_LVL9_EXP_AWARD
5176 SARUMAN_LVL8_EXP_AWARD | TO | M_SARUMAN_LVL8_EXP_AWARD
5177 SARUMAN_LVL7_EXP_AWARD | TO | M_SARUMAN_LVL7_EXP_AWARD
5178 SARUMAN_LVL6_EXP_AWARD | TO | M_SARUMAN_LVL6_EXP_AWARD
5179 SARUMAN_LVL5_EXP_AWARD | TO | M_SARUMAN_LVL5_EXP_AWARD
5180 SARUMAN_LVL4_EXP_AWARD | TO | M_SARUMAN_LVL4_EXP_AWARD
5181 SARUMAN_LVL3_EXP_AWARD | TO | M_SARUMAN_LVL3_EXP_AWARD
5182 SARUMAN_LVL2_EXP_AWARD | TO | M_SARUMAN_LVL2_EXP_AWARD
5183 SARUMAN_LVL1_EXP_AWARD | TO | M_SARUMAN_LVL1_EXP_AWARD
5184 SHARKU_LVL9_EXP_NEEDED | TO | M_SHARKU_LVL9_EXP_NEEDED
5185 SHARKU_LVL8_EXP_NEEDED | TO | M_SHARKU_LVL8_EXP_NEEDED
5186 SHARKU_LVL7_EXP_NEEDED | TO | M_SHARKU_LVL7_EXP_NEEDED
5187 SHARKU_LVL6_EXP_NEEDED | TO | M_SHARKU_LVL6_EXP_NEEDED
5188 SHARKU_LVL5_EXP_NEEDED | TO | M_SHARKU_LVL5_EXP_NEEDED
5189 SHARKU_LVL4_EXP_NEEDED | TO | M_SHARKU_LVL4_EXP_NEEDED
5190 SHARKU_LVL3_EXP_NEEDED | TO | M_SHARKU_LVL3_EXP_NEEDED
5191 SHARKU_LVL2_EXP_NEEDED | TO | M_SHARKU_LVL2_EXP_NEEDED
5192 SHARKU_LVL10_EXP_AWARD | TO | M_SHARKU_LVL10_EXP_AWARD
5193 LURTZ_LVL10_EXP_NEEDED | TO | M_LURTZ_LVL10_EXP_NEEDED
5194 GOTHMOG_FIRINGDURATION | TO | M_GOTHMOG_FIRINGDURATION
5195 GOTHMOG_PREATTACKDELAY | TO | M_GOTHMOG_PREATTACKDELAY
5196 GOTHMOG_LVL9_EXP_AWARD | TO | M_GOTHMOG_LVL9_EXP_AWARD
5197 GOTHMOG_LVL8_EXP_AWARD | TO | M_GOTHMOG_LVL8_EXP_AWARD
5198 GOTHMOG_LVL7_EXP_AWARD | TO | M_GOTHMOG_LVL7_EXP_AWARD
5199 GOTHMOG_LVL6_EXP_AWARD | TO | M_GOTHMOG_LVL6_EXP_AWARD
5200 GOTHMOG_LVL5_EXP_AWARD | TO | M_GOTHMOG_LVL5_EXP_AWARD
5201 GOTHMOG_LVL4_EXP_AWARD | TO | M_GOTHMOG_LVL4_EXP_AWARD
5202 GOTHMOG_LVL3_EXP_AWARD | TO | M_GOTHMOG_LVL3_EXP_AWARD
5203 GOTHMOG_LVL2_EXP_AWARD | TO | M_GOTHMOG_LVL2_EXP_AWARD
5204 GOTHMOG_LVL1_EXP_AWARD | TO | M_GOTHMOG_LVL1_EXP_AWARD
5205 DAMROD_LVL9_EXP_NEEDED | TO | M_DAMROD_LVL9_EXP_NEEDED
5206 DAMROD_LVL8_EXP_NEEDED | TO | M_DAMROD_LVL8_EXP_NEEDED
5207 DAMROD_LVL7_EXP_NEEDED | TO | M_DAMROD_LVL7_EXP_NEEDED
5208 DAMROD_LVL6_EXP_NEEDED | TO | M_DAMROD_LVL6_EXP_NEEDED
5209 DAMROD_LVL5_EXP_NEEDED | TO | M_DAMROD_LVL5_EXP_NEEDED
5210 DAMROD_LVL4_EXP_NEEDED | TO | M_DAMROD_LVL4_EXP_NEEDED
5211 DAMROD_LVL3_EXP_NEEDED | TO | M_DAMROD_LVL3_EXP_NEEDED
5212 DAMROD_LVL2_EXP_NEEDED | TO | M_DAMROD_LVL2_EXP_NEEDED
5213 DAMROD_LVL10_EXP_AWARD | TO | M_DAMROD_LVL10_EXP_AWARD
5214 FARAMIR_FIRINGDURATION | TO | M_FARAMIR_FIRINGDURATION
5215 FARAMIR_PREATTACKDELAY | TO | M_FARAMIR_PREATTACKDELAY
5216 FARAMIR_LVL9_EXP_AWARD | TO | M_FARAMIR_LVL9_EXP_AWARD
5217 FARAMIR_LVL8_EXP_AWARD | TO | M_FARAMIR_LVL8_EXP_AWARD
5218 FARAMIR_LVL7_EXP_AWARD | TO | M_FARAMIR_LVL7_EXP_AWARD
5219 FARAMIR_LVL6_EXP_AWARD | TO | M_FARAMIR_LVL6_EXP_AWARD
5220 FARAMIR_LVL5_EXP_AWARD | TO | M_FARAMIR_LVL5_EXP_AWARD
5221 FARAMIR_LVL4_EXP_AWARD | TO | M_FARAMIR_LVL4_EXP_AWARD
5222 FARAMIR_LVL3_EXP_AWARD | TO | M_FARAMIR_LVL3_EXP_AWARD
5223 FARAMIR_LVL2_EXP_AWARD | TO | M_FARAMIR_LVL2_EXP_AWARD
5224 FARAMIR_LVL1_EXP_AWARD | TO | M_FARAMIR_LVL1_EXP_AWARD
5225 SAM_PAN_FIRINGDURATION | TO | M_SAM_PAN_FIRINGDURATION
5226 SAM_PAN_PREATTACKDELAY | TO | M_SAM_PAN_PREATTACKDELAY
5227 HOBBIT_LVL9_EXP_NEEDED | TO | M_HOBBIT_LVL9_EXP_NEEDED
5228 HOBBIT_LVL8_EXP_NEEDED | TO | M_HOBBIT_LVL8_EXP_NEEDED
5229 HOBBIT_LVL7_EXP_NEEDED | TO | M_HOBBIT_LVL7_EXP_NEEDED
5230 HOBBIT_LVL6_EXP_NEEDED | TO | M_HOBBIT_LVL6_EXP_NEEDED
5231 HOBBIT_LVL5_EXP_NEEDED | TO | M_HOBBIT_LVL5_EXP_NEEDED
5232 HOBBIT_LVL4_EXP_NEEDED | TO | M_HOBBIT_LVL4_EXP_NEEDED
5233 HOBBIT_LVL3_EXP_NEEDED | TO | M_HOBBIT_LVL3_EXP_NEEDED
5234 HOBBIT_LVL2_EXP_NEEDED | TO | M_HOBBIT_LVL2_EXP_NEEDED
5235 HOBBIT_LVL10_EXP_AWARD | TO | M_HOBBIT_LVL10_EXP_AWARD
5236 BOROMIR_FIRINGDURATION | TO | M_BOROMIR_FIRINGDURATION
5237 BOROMIR_PREATTACKDELAY | TO | M_BOROMIR_PREATTACKDELAY
5238 BOROMIR_LVL9_EXP_AWARD | TO | M_BOROMIR_LVL9_EXP_AWARD
5239 BOROMIR_LVL8_EXP_AWARD | TO | M_BOROMIR_LVL8_EXP_AWARD
5240 BOROMIR_LVL7_EXP_AWARD | TO | M_BOROMIR_LVL7_EXP_AWARD
5241 BOROMIR_LVL6_EXP_AWARD | TO | M_BOROMIR_LVL6_EXP_AWARD
5242 BOROMIR_LVL5_EXP_AWARD | TO | M_BOROMIR_LVL5_EXP_AWARD
5243 BOROMIR_LVL4_EXP_AWARD | TO | M_BOROMIR_LVL4_EXP_AWARD
5244 BOROMIR_LVL3_EXP_AWARD | TO | M_BOROMIR_LVL3_EXP_AWARD
5245 BOROMIR_LVL2_EXP_AWARD | TO | M_BOROMIR_LVL2_EXP_AWARD
5246 BOROMIR_LVL1_EXP_AWARD | TO | M_BOROMIR_LVL1_EXP_AWARD
5247 GANDALF_LVL9_EXP_AWARD | TO | M_GANDALF_LVL9_EXP_AWARD
5248 GANDALF_LVL8_EXP_AWARD | TO | M_GANDALF_LVL8_EXP_AWARD
5249 GANDALF_LVL7_EXP_AWARD | TO | M_GANDALF_LVL7_EXP_AWARD
5250 GANDALF_LVL6_EXP_AWARD | TO | M_GANDALF_LVL6_EXP_AWARD
5251 GANDALF_LVL5_EXP_AWARD | TO | M_GANDALF_LVL5_EXP_AWARD
5252 GANDALF_LVL4_EXP_AWARD | TO | M_GANDALF_LVL4_EXP_AWARD
5253 GANDALF_LVL3_EXP_AWARD | TO | M_GANDALF_LVL3_EXP_AWARD
5254 GANDALF_LVL2_EXP_AWARD | TO | M_GANDALF_LVL2_EXP_AWARD
5255 GANDALF_LVL1_EXP_AWARD | TO | M_GANDALF_LVL1_EXP_AWARD
5256 GLOIN_LVL10_EXP_NEEDED | TO | M_GLOIN_LVL10_EXP_NEEDED
5257 HALDIR_LVL9_EXP_NEEDED | TO | M_HALDIR_LVL9_EXP_NEEDED
5258 HALDIR_LVL8_EXP_NEEDED | TO | M_HALDIR_LVL8_EXP_NEEDED
5259 HALDIR_LVL7_EXP_NEEDED | TO | M_HALDIR_LVL7_EXP_NEEDED
5260 HALDIR_LVL6_EXP_NEEDED | TO | M_HALDIR_LVL6_EXP_NEEDED
5261 HALDIR_LVL5_EXP_NEEDED | TO | M_HALDIR_LVL5_EXP_NEEDED
5262 HALDIR_LVL4_EXP_NEEDED | TO | M_HALDIR_LVL4_EXP_NEEDED
5263 HALDIR_LVL3_EXP_NEEDED | TO | M_HALDIR_LVL3_EXP_NEEDED
5264 HALDIR_LVL2_EXP_NEEDED | TO | M_HALDIR_LVL2_EXP_NEEDED
5265 HALDIR_LVL10_EXP_AWARD | TO | M_HALDIR_LVL10_EXP_AWARD
5266 THRANDUIL_THORN_DAMAGE | TO | M_THRANDUIL_THORN_DAMAGE
5267 THRANDUIL_KNIFE_DAMAGE | TO | M_THRANDUIL_KNIFE_DAMAGE
5268 LEGOLAS_RELOADTIME_MAX | TO | M_LEGOLAS_RELOADTIME_MAX
5269 LEGOLAS_RELOADTIME_MIN | TO | M_LEGOLAS_RELOADTIME_MIN
5270 LEGOLAS_FIRINGDURATION | TO | M_LEGOLAS_FIRINGDURATION
5271 LEGOLAS_PREATTACKDELAY | TO | M_LEGOLAS_PREATTACKDELAY
5272 LEGOLAS_LVL9_EXP_AWARD | TO | M_LEGOLAS_LVL9_EXP_AWARD
5273 LEGOLAS_LVL8_EXP_AWARD | TO | M_LEGOLAS_LVL8_EXP_AWARD
5274 LEGOLAS_LVL7_EXP_AWARD | TO | M_LEGOLAS_LVL7_EXP_AWARD
5275 LEGOLAS_LVL6_EXP_AWARD | TO | M_LEGOLAS_LVL6_EXP_AWARD
5276 LEGOLAS_LVL5_EXP_AWARD | TO | M_LEGOLAS_LVL5_EXP_AWARD
5277 LEGOLAS_LVL4_EXP_AWARD | TO | M_LEGOLAS_LVL4_EXP_AWARD
5278 LEGOLAS_LVL3_EXP_AWARD | TO | M_LEGOLAS_LVL3_EXP_AWARD
5279 LEGOLAS_LVL2_EXP_AWARD | TO | M_LEGOLAS_LVL2_EXP_AWARD
5280 LEGOLAS_LVL1_EXP_AWARD | TO | M_LEGOLAS_LVL1_EXP_AWARD
5281 DAIN_DELAYBETWEENSHOTS | TO | M_DAIN_DELAYBETWEENSHOTS
5282 WHIRLWIND_DAMAGE_OUTER | TO | M_WHIRLWIND_DAMAGE_OUTER
5283 WHIRLWIND_DAMAGE_INNER | TO | M_WHIRLWIND_DAMAGE_INNER
5284 GIMLI_LVL10_EXP_NEEDED | TO | M_GIMLI_LVL10_EXP_NEEDED
5285 ARAGORN_FIRINGDURATION | TO | M_ARAGORN_FIRINGDURATION
5286 ARAGORN_PREATTACKDELAY | TO | M_ARAGORN_PREATTACKDELAY
5287 ARAGORN_LVL9_EXP_AWARD | TO | M_ARAGORN_LVL9_EXP_AWARD
5288 ARAGORN_LVL8_EXP_AWARD | TO | M_ARAGORN_LVL8_EXP_AWARD
5289 ARAGORN_LVL7_EXP_AWARD | TO | M_ARAGORN_LVL7_EXP_AWARD
5290 ARAGORN_LVL6_EXP_AWARD | TO | M_ARAGORN_LVL6_EXP_AWARD
5291 ARAGORN_LVL5_EXP_AWARD | TO | M_ARAGORN_LVL5_EXP_AWARD
5292 ARAGORN_LVL4_EXP_AWARD | TO | M_ARAGORN_LVL4_EXP_AWARD
5293 ARAGORN_LVL3_EXP_AWARD | TO | M_ARAGORN_LVL3_EXP_AWARD
5294 ARAGORN_LVL2_EXP_AWARD | TO | M_ARAGORN_LVL2_EXP_AWARD
5295 ARAGORN_LVL1_EXP_AWARD | TO | M_ARAGORN_LVL1_EXP_AWARD
5296 GAMLING_FIRINGDURATION | TO | M_GAMLING_FIRINGDURATION
5297 GAMLING_PREATTACKDELAY | TO | M_GAMLING_PREATTACKDELAY
5298 GAMLING_LVL9_EXP_AWARD | TO | M_GAMLING_LVL9_EXP_AWARD
5299 GAMLING_LVL8_EXP_AWARD | TO | M_GAMLING_LVL8_EXP_AWARD
5300 GAMLING_LVL7_EXP_AWARD | TO | M_GAMLING_LVL7_EXP_AWARD
5301 GAMLING_LVL6_EXP_AWARD | TO | M_GAMLING_LVL6_EXP_AWARD
5302 GAMLING_LVL5_EXP_AWARD | TO | M_GAMLING_LVL5_EXP_AWARD
5303 GAMLING_LVL4_EXP_AWARD | TO | M_GAMLING_LVL4_EXP_AWARD
5304 GAMLING_LVL3_EXP_AWARD | TO | M_GAMLING_LVL3_EXP_AWARD
5305 GAMLING_LVL2_EXP_AWARD | TO | M_GAMLING_LVL2_EXP_AWARD
5306 GAMLING_LVL1_EXP_AWARD | TO | M_GAMLING_LVL1_EXP_AWARD
5307 EOMER_LVL10_EXP_NEEDED | TO | M_EOMER_LVL10_EXP_NEEDED
5308 ARWEN_LVL10_EXP_NEEDED | TO | M_ARWEN_LVL10_EXP_NEEDED
5309 EOWYN_LVL10_EXP_NEEDED | TO | M_EOWYN_LVL10_EXP_NEEDED
5310 THEODEN_MOUNTED_DAMAGE | TO | M_THEODEN_MOUNTED_DAMAGE
5311 THEODEN_FIRINGDURATION | TO | M_THEODEN_FIRINGDURATION
5312 THEODEN_PREATTACKDELAY | TO | M_THEODEN_PREATTACKDELAY
5313 THEODEN_LVL9_EXP_AWARD | TO | M_THEODEN_LVL9_EXP_AWARD
5314 THEODEN_LVL8_EXP_AWARD | TO | M_THEODEN_LVL8_EXP_AWARD
5315 THEODEN_LVL7_EXP_AWARD | TO | M_THEODEN_LVL7_EXP_AWARD
5316 THEODEN_LVL6_EXP_AWARD | TO | M_THEODEN_LVL6_EXP_AWARD
5317 THEODEN_LVL5_EXP_AWARD | TO | M_THEODEN_LVL5_EXP_AWARD
5318 THEODEN_LVL4_EXP_AWARD | TO | M_THEODEN_LVL4_EXP_AWARD
5319 THEODEN_LVL3_EXP_AWARD | TO | M_THEODEN_LVL3_EXP_AWARD
5320 THEODEN_LVL2_EXP_AWARD | TO | M_THEODEN_LVL2_EXP_AWARD
5321 THEODEN_LVL1_EXP_AWARD | TO | M_THEODEN_LVL1_EXP_AWARD
5322 ROHAN_SAM_BOUNTY_VALUE | TO | M_ROHAN_SAM_BOUNTY_VALUE
5323 EVIL_FIRE_SHIP_TIMEOUT | TO | M_EVIL_FIRE_SHIP_TIMEOUT
5324 EVIL_BATTLESHIP_HEALTH | TO | M_EVIL_BATTLESHIP_HEALTH
5325 WILD_SPIDERRIDER_RANGE | TO | M_WILD_SPIDERRIDER_RANGE
5326 WILD_SPIDERLING_HEALTH | TO | M_WILD_SPIDERLING_HEALTH
5327 WILD_SPIDERLING_DAMAGE | TO | M_WILD_SPIDERLING_DAMAGE
5328 GOBLIN_MINE_MONEY_TIME | TO | M_GOBLIN_MINE_MONEY_TIME
5329 WILD_LUMBERMILL_HEALTH | TO | M_WILD_LUMBERMILL_HEALTH
5330 MORDOR_FORTRESS_HEALTH | TO | M_MORDOR_FORTRESS_HEALTH
5331 MORDOR_GROND_BUILDTIME | TO | M_MORDOR_GROND_BUILDTIME
5332 MORDOR_GROND_BUILDCOST | TO | M_MORDOR_GROND_BUILDCOST
5333 MORDOR_CATAPULT_HEALTH | TO | M_MORDOR_CATAPULT_HEALTH
5334 MORDOR_HARADRIM_HEALTH | TO | M_MORDOR_HARADRIM_HEALTH
5335 MORDOR_TROLL_BUILDTIME | TO | M_MORDOR_TROLL_BUILDTIME
5336 MORDOR_TROLL_BUILDCOST | TO | M_MORDOR_TROLL_BUILDCOST
5337 MORDOR_BLACKORC_DAMAGE | TO | M_MORDOR_BLACKORC_DAMAGE
5338 MORDOR_BLACKORC_HEALTH | TO | M_MORDOR_BLACKORC_HEALTH
5339 ISENGARD_TAVERN_HEALTH | TO | M_ISENGARD_TAVERN_HEALTH
5340 ISENGARD_BANNER_HEALTH | TO | M_ISENGARD_BANNER_HEALTH
5341 WILDMAN_PILLAGE_FILTER | TO | M_WILDMAN_PILLAGE_FILTER
5342 WILDMAN_PILLAGE_AMOUNT | TO | M_WILDMAN_PILLAGE_AMOUNT
5343 ISENGARD_BERSERKER_ARC | TO | M_ISENGARD_BERSERKER_ARC
5344 ISENGARD_PORTER_HEALTH | TO | M_ISENGARD_PORTER_HEALTH
5345 ANGMAR_NECRO_BUILDTIME | TO | M_ANGMAR_NECRO_BUILDTIME
5346 ANGMAR_NECRO_BUILDCOST | TO | M_ANGMAR_NECRO_BUILDCOST
5347 SNOWBIND_EFFECT_RADIUS | TO | M_SNOWBIND_EFFECT_RADIUS
5348 BLIGHT_EFFECT_FADE_TWO | TO | M_BLIGHT_EFFECT_FADE_TWO
5349 BLIGHT_EFFECT_FADE_ONE | TO | M_BLIGHT_EFFECT_FADE_ONE
5350 BLIGHT_EFFECT_DURATION | TO | M_BLIGHT_EFFECT_DURATION
5351 ANGMAR_TROLLDEN_HEALTH | TO | M_ANGMAR_TROLLDEN_HEALTH
5352 ANGMAR_BARRACKS_HEALTH | TO | M_ANGMAR_BARRACKS_HEALTH
5353 ANGMAR_FORTRESS_HEALTH | TO | M_ANGMAR_FORTRESS_HEALTH
5354 ANGMAR_DIREWOLF_HEALTH | TO | M_ANGMAR_DIREWOLF_HEALTH
5355 ROHAN_WELL_SHROUDCLEAR | TO | M_ROHAN_WELL_SHROUDCLEAR
5356 ROHAN_WELL_VISIONRANGE | TO | M_ROHAN_WELL_VISIONRANGE
5357 ROHAN_ARMORY_MAXHEALTH | TO | M_ROHAN_ARMORY_MAXHEALTH
5358 ROHAN_ARMORY_BUILDTIME | TO | M_ROHAN_ARMORY_BUILDTIME
5359 ROHAN_ARMORY_BUILDCOST | TO | M_ROHAN_ARMORY_BUILDCOST
5360 ROHAN_FARM_LVL3_HP_ADD | TO | M_ROHAN_FARM_LVL3_HP_ADD
5361 ROHAN_FARM_LVL2_HP_ADD | TO | M_ROHAN_FARM_LVL2_HP_ADD
5362 ROHAN_TREEBEARD_HEALTH | TO | M_ROHAN_TREEBEARD_HEALTH
5363 ROHAN_ENT_BOUNTY_VALUE | TO | M_ROHAN_ENT_BOUNTY_VALUE
5364 ROHAN_ENT_VISION_RANGE | TO | M_ROHAN_ENT_VISION_RANGE
5365 ROHAN_BANNER_BUILDTIME | TO | M_ROHAN_BANNER_BUILDTIME
5366 ROHAN_YEOMAN_BUILDTIME | TO | M_ROHAN_YEOMAN_BUILDTIME
5367 ROHAN_YEOMAN_BUILDCOST | TO | M_ROHAN_YEOMAN_BUILDCOST
5368 GONDOR_WELL_AOE_RADIUS | TO | M_GONDOR_WELL_AOE_RADIUS
5369 GONDOR_WORKSHOP_HEALTH | TO | M_GONDOR_WORKSHOP_HEALTH
5370 GONDOR_BARRACKS_HEALTH | TO | M_GONDOR_BARRACKS_HEALTH
5371 GONDOR_FORGE_BUILDTIME | TO | M_GONDOR_FORGE_BUILDTIME
5372 GONDOR_FORGE_BUILDCOST | TO | M_GONDOR_FORGE_BUILDCOST
5373 GONDOR_FARM_MONEY_TIME | TO | M_GONDOR_FARM_MONEY_TIME
5374 MEN_FORTRESS_BUILDTIME | TO | M_MEN_FORTRESS_BUILDTIME
5375 MEN_FORTRESS_BUILDCOST | TO | M_MEN_FORTRESS_BUILDCOST
5376 GONDOR_TREBUCHET_RANGE | TO | M_GONDOR_TREBUCHET_RANGE
5377 GONDOR_TREBUCHET_SPEED | TO | M_GONDOR_TREBUCHET_SPEED
5378 WALL_TREB_REBUILD_TIME | TO | M_WALL_TREB_REBUILD_TIME
5379 GONDOR_SPEARMEN_DAMAGE | TO | M_GONDOR_SPEARMEN_DAMAGE
5380 GONDOR_SPEARMEN_HEALTH | TO | M_GONDOR_SPEARMEN_HEALTH
5381 ELVEN_WELL_SHROUDCLEAR | TO | M_ELVEN_WELL_SHROUDCLEAR
5382 ELVEN_WELL_VISIONRANGE | TO | M_ELVEN_WELL_VISIONRANGE
5383 ELVEN_STATUE_BUILDTIME | TO | M_ELVEN_STATUE_BUILDTIME
5384 ELVEN_STATUE_BUILDCOST | TO | M_ELVEN_STATUE_BUILDCOST
5385 ELVEN_PORTER_BUILDTIME | TO | M_ELVEN_PORTER_BUILDTIME
5386 ELVEN_PORTER_BUILDCOST | TO | M_ELVEN_PORTER_BUILDCOST
5387 ELVEN_BANNER_BUILDTIME | TO | M_ELVEN_BANNER_BUILDTIME
5388 GOOD_FIRE_SHIP_TIMEOUT | TO | M_GOOD_FIRE_SHIP_TIMEOUT
5389 GOOD_SHIP_REGEN_AMOUNT | TO | M_GOOD_SHIP_REGEN_AMOUNT
5390 GOOD_BATTLESHIP_HEALTH | TO | M_GOOD_BATTLESHIP_HEALTH
5391 DWARVEN_MINE_BUILDTIME | TO | M_DWARVEN_MINE_BUILDTIME
5392 DWARVEN_MINE_BUILDCOST | TO | M_DWARVEN_MINE_BUILDCOST
5393 DWARVEN_PHALANX_HEALTH | TO | M_DWARVEN_PHALANX_HEALTH
5394 MINI_HORDE_HP_ADD_LVL9 | TO | M_MINI_HORDE_HP_ADD_LVL9
5395 MINI_HORDE_HP_ADD_LVL8 | TO | M_MINI_HORDE_HP_ADD_LVL8
5396 MINI_HORDE_HP_ADD_LVL7 | TO | M_MINI_HORDE_HP_ADD_LVL7
5397 MINI_HORDE_HP_ADD_LVL6 | TO | M_MINI_HORDE_HP_ADD_LVL6
5398 MINI_HORDE_HP_ADD_LVL5 | TO | M_MINI_HORDE_HP_ADD_LVL5
5399 MINI_HORDE_HP_ADD_LVL4 | TO | M_MINI_HORDE_HP_ADD_LVL4
5400 MINI_HORDE_HP_ADD_LVL3 | TO | M_MINI_HORDE_HP_ADD_LVL3
5401 MINI_HORDE_HP_ADD_LVL2 | TO | M_MINI_HORDE_HP_ADD_LVL2
5402 EVIL_ELITE_HP_ADD_LVL5 | TO | M_EVIL_ELITE_HP_ADD_LVL5
5403 EVIL_ELITE_HP_ADD_LVL4 | TO | M_EVIL_ELITE_HP_ADD_LVL4
5404 EVIL_ELITE_HP_ADD_LVL3 | TO | M_EVIL_ELITE_HP_ADD_LVL3
5405 EVIL_ELITE_HP_ADD_LVL2 | TO | M_EVIL_ELITE_HP_ADD_LVL2
5406 EVIL_TROOP_HP_ADD_LVL5 | TO | M_EVIL_TROOP_HP_ADD_LVL5
5407 EVIL_TROOP_HP_ADD_LVL4 | TO | M_EVIL_TROOP_HP_ADD_LVL4
5408 EVIL_TROOP_HP_ADD_LVL3 | TO | M_EVIL_TROOP_HP_ADD_LVL3
5409 EVIL_TROOP_HP_ADD_LVL2 | TO | M_EVIL_TROOP_HP_ADD_LVL2
5410 GOOD_HORSE_HP_ADD_LVL5 | TO | M_GOOD_HORSE_HP_ADD_LVL5
5411 GOOD_HORSE_HP_ADD_LVL4 | TO | M_GOOD_HORSE_HP_ADD_LVL4
5412 GOOD_HORSE_HP_ADD_LVL3 | TO | M_GOOD_HORSE_HP_ADD_LVL3
5413 GOOD_HORSE_HP_ADD_LVL2 | TO | M_GOOD_HORSE_HP_ADD_LVL2
5414 GOOD_ELITE_HP_ADD_LVL5 | TO | M_GOOD_ELITE_HP_ADD_LVL5
5415 GOOD_ELITE_HP_ADD_LVL4 | TO | M_GOOD_ELITE_HP_ADD_LVL4
5416 GOOD_ELITE_HP_ADD_LVL3 | TO | M_GOOD_ELITE_HP_ADD_LVL3
5417 GOOD_ELITE_HP_ADD_LVL2 | TO | M_GOOD_ELITE_HP_ADD_LVL2
